cSectionStatus,courseNumber,courseTitle,crn,department,description,distDesg,finalExam,instructorList,instructorUPI,meetingEndTimeList,meetingPattern,meetingPatternLocation,meetingStartTimeList,prerequisites,primXLst,schoolCode,schoolDescription,scndXLst,sectionNumber,sectionStatus,session,shortTitle,subjectCode,subjectNumber,syllabusLink,termCode
A,160,The Catholic Intellectual Tradition,10371,RLST,"<p>Introductory survey of the interaction between Catholicism and Western culture from the first century to the present, with a focus on pivotal moments and crucial developments that defined both traditions. Key beliefs, rites, and customs of the Roman Catholic Church, and the ways in which they have found expression; interaction between Catholics and the institution of the Church; Catholicism in its cultural and sociopolitical&#160;matrices. Close reading of primary sources.</p>",['YCHU'],27,['Carlos Eire'],['10397069'],[],['TTh 2.30-3.20'],['WLH 208'],[],,HIST280,YC,Yale College,['ITAL315'],01,A,,Catholic IntellectualTradition,RLST,RLST160,https://yale.instructure.com/courses/98398/assignments/syllabus,202403
A,262,Introduction to the History of Art: Art and Architecture of the Sacred,10434,RLST,"<p>A wide-ranging, cross-temporal exploration of religious images, objects, and architecture in diverse cultures, from ancient Mesopotamia to modern Manhattan. Buddhist, Christian, Hindu, Jewish, Muslim, and various polytheistic traditions are represented. Thematic threads include the human body; transformations of nature; death, memory, and afterlife; sacred kingship and other forms of political engagement; practices of concealment and revelation; images as embodiments of the divine; the framing and staging of ritual through architecture. &#160;</p>",['YCHU'],50,['Jacqueline Jung'],['12479025'],[],"['MW 11.35-12.25', '1 HTBA']","['YUAG AUD', '1 HTBA']",[],,HSAR150,YC,Yale College,['ARCH272'],01,A,,Sacred Art & Architecture,RLST,RLST262,https://yale.instructure.com/courses/98531/assignments/syllabus,202403
A,402,The Philosophy of Religion,10646,RLST,"<p>The relation between religion and ethics, traditional arguments for the existence of God, religious experience, the problem of evil, miracles, immortality, science and religion, and faith and reason.</p>",['YCHU'],50,['John Pittard'],['12323934'],[],"['MW 1.30-2.20', '1 HTBA WLH 208']","['WLH 208', '1 HTBA WLH 208']",[],,REL910,YC,Yale College,[],01,A,,The Philosophy of Religion,RLST,RLST402,https://yale.instructure.com/courses/98909/assignments/syllabus,202403
A,175,North Korea and Religion,10686,RLST,"<p>Ever since the establishment of the Democratic People’s Republic of Korea (DPRK) in 1948 and the Korean War (1950–1953), North Korea has been depicted by the media as a reclusive, oppressive, and military country, its leaders as the worst dictators, and its people as brainwashed, tortured, and starving to death. The still ongoing Cold War discourse, intensified by the North Korea’s recent secret nuclear weapons program, furthers these negative images, and outsiders have passively internalized these images.&#160;However, these simplistic characterizations prevent one from gaining a balanced understanding of and insight into North Korea and its people on the ground. Topics other than political, military, and security issues are rarely given attention. On the whole, even though North Korea’s land area is larger than South Korea and its population of 25 million accounts for a third of all Koreans, North Korea has been neglected in the scholarly discussion of Korean culture.&#160;This class tries to make sense of North Korea in a more comprehensive way by integrating the political and economic with social, cultural, and religious dimensions. In order to accomplish this objective, students examine leadership, religious (especially cultic) aspects of the North Korean Juche ideology, the daily lives of its citizens, religious traditions, the Korean War, nuclear development and missiles, North Korean defectors and refugees, human rights, Christian missionary organizations, and unification, among others. Throughout, the course&#160;places North Korean issues in the East Asian and global context. The course draws upon recent scholarly books, articles, journals, interviews with North Korean defectors, travelogues, media publications, and visual materials.</p>",['YCSO'],0,['Hwansoo Kim'],['17502061'],[],['M 1.30-3.20'],['GR109 ROSENFELD'],[],,,YC,Yale College,['EAST431'],01,A,,North Korea and Religion,RLST,RLST175,https://yale.instructure.com/courses/98971/assignments/syllabus,202403
C,422,Egyptian Monastic Literature in Coptic,10687,RLST,"<p>Readings in the early Egyptian classics of Christian asceticism in Sahidic Coptic, including the desert Fathers and Shenute.</p>",['YCL3'],50,[],[],[],[],[],[],"<p class=""prerequisites"">Prerequisite: EGYP 127 or equivalent. Counts as L4 if taken after EGYP 137 or equivalent.</p>",,YC,Yale College,"['EGYP147', 'EGYP512', 'RLST658']",01,C,,Egyptian Monastc Lit in Coptic,RLST,RLST422,,202403
A,429,Phenomenology,10688,RLST,"<p>In-depth inroduction to phenomenology as a theory of what is and as a method for studying it. Key figures in the history of phenomenology, emphasizing connections to social theory, aesthetics, and religion. Readings from Merleau-Ponty, Heidegger, Fanon, Husserl, Ahmed, Barad, and others.&#160;</p>",['YCHU'],22,['Noreen Khawaja'],['14378758'],[],['T 9.25-11.15'],['WALL81 101'],[],,,YC,Yale College,['PHIL431'],01,A,,Phenomenology,RLST,RLST429,https://yale.instructure.com/courses/98984/assignments/syllabus,202403
A,486,Introduction to Chinese Buddhist Literature,10689,RLST,"<p>This class is an introduction to Chinese Buddhist literature. Although written in classical Chinese, Buddhist texts in China were written in a particular idiom that was much influenced by the Indian languages and which can be difficult to understand without special training. This class introduces students who already have some reading ability in literary Chinese to this idiom and the tools and background knowledge needed to read and understand Chinese Buddhist literature.&#160;We read a series of selections of some of the most influential Chinese Buddhist texts from various genres including canonical scriptures, apocryphal scriptures, monastic law, doctrinal treatises, and hagiography. Secondary readings introduce the basic ideas of Indian and Chinese Buddhist thought to the extent necessary for understanding our readings.</p>",['YCHU'],0,['Eric Greene'],['15704673'],[],['MW 9.00-10.15'],['HQ C64'],[],"<p class=""prerequisites"">Prerequisite: CHNS 171 (Literary Chinese II) or equivalent, or permission of the instructor.&#160;Students of Japanese or Korean literature who can read basic&#160;<em>kanbun&#160;</em>or&#160;<em>gugyeol&#160;</em>are also welcome to enroll; no knowledge of modern, spoken Chinese is required.</p>",RLST568,YC,Yale College,"['EALL221', 'EALL521']",01,A,,Intro to Chinese Buddhist Lit,RLST,RLST486,https://yale.instructure.com/courses/98986/assignments/syllabus,202403
A,488,Individual Tutorial,10690,RLST,"<p>For students who wish, under faculty supervision, to investigate an area in religious studies not covered by regular departmental offerings. The course may be used for research or for directed reading. A long essay or several short ones are required. To apply, students should present a prospectus with bibliography of work they propose to undertake to the director of undergraduate studies together with a letter of support from the faculty member who will direct the work.</p>
",[],0,['Eric Greene'],['15704673'],[],['1 HTBA'],['1 HTBA'],[],,,YC,Yale College,[],01,A,,Individual Tutorial,RLST,RLST488,,202403
A,491,The Senior Essay,10691,RLST,"<p>Students writing their senior essays meet periodically in the fall and weekly in the spring for a colloquium directed by the director of undergraduate studies. The essay, written under the supervision of a member of the department, should be a substantial paper between 12,500 and 15,000 words.</p>
",[],0,['Eric Greene'],['15704673'],[],"['1 HTBA', 'T 9.25-11.15']","['1 HTBA', 'HQ C05']",[],,,YC,Yale College,[],01,A,,The Senior Essay,RLST,RLST491,,202403
A,492,The Senior Essay,10692,RLST,"<p>Students writing their senior essays meet periodically in the fall and weekly in the spring for a colloquium directed by the director of undergraduate studies. The essay, written under the supervision of a member of the department, should be a substantial paper between 12,500 and 15,000 words.</p>
",[],0,['Eric Greene'],['15704673'],[],"['T 9.25-11.15', '1 HTBA WLH 015']","['WLH 015', '1 HTBA WLH 015']",[],,,YC,Yale College,[],01,A,,The Senior Essay,RLST,RLST492,,202403
A,324,The Global Right: From the French Revolution to the American Insurrection,10844,RLST,"<p>This seminar explores the history of right-wing political thought from the late eighteenth century to the present, with an emphasis on the role played by religious and pagan traditions. This course seeks to answer the question, what constitutes the right? What are the central philosophical, religious, and pagan, principles of those groups associated with this designation? How have the core ideas of the right changed over time? We do this by examining primary tracts written by theologians, political philosophers, and social theorists as well as secondary literature written by scholars interrogating movements associated with the right in America, Europe, Middle East and Asia. Though touching on specific national political parties, institutions, and think tanks, its focus is on mapping the intellectual overlap and differences between various right-wing ideologies. While the course is limited to the modern period, it adopts a global perspective to better understand the full scope of right-wing politics.</p>","['YCHU', 'YCSO']",0,['Elli Stern'],['13516994'],[],['M 1.30-3.20'],['WLH 007'],[],,RLST643,YC,Yale College,"['HIST268J', 'JDST351', 'JDST845', 'PLSC466']",01,A,,The Global Right,RLST,RLST324,https://yale.instructure.com/courses/98974/assignments/syllabus,202403
A,380,The Force of Life,10897,RLST,"<p>The point of departure for this course is a line from James Baldwin in <em>The Fire Next Time</em>: “To be sensual, I think, is to respect and rejoice in the force of life, of life itself, and to be <em>present</em> in all that one does, from the effort of loving to the breaking of bread.” We study four authors–Virginia Woolf, Franz Kafka, Baldwin, and Jacques Derrida–in light of the values Baldwin expresses and their challenges. Our work between philosophy and fiction involves striving to read each text according to the ideas it itself advances, as well as reading for connections and cross-pollinations.</p>","['YCHU', 'YCWR', 'YENJ']",0,"['Nancy Levene', 'James Wood']","['14907186', '24978588']",[],['T 1.30-3.20'],['HQ 307'],[],,,YC,Yale College,"['ENGL289', 'HUMS388', 'LITR389', 'PHIL385']",01,A,,The Force of Life,RLST,RLST380,https://yale.instructure.com/courses/98977/assignments/syllabus,202403
A,158,Jesus to Muhammad: Ancient Christianity to the Rise of Islam,11133,RLST,"<p>The history of Christianity and the development of Western culture from Jesus to the early Middle Ages. The creation of orthodoxy and heresy; Christian religious practice; philosophy and theology; politics and society; gender; Christian literature in its various forms, up to and including the early Islamic period.</p>",['YCHU'],32,['Stephen Davis'],['10330820'],[],['MW 9.25-10.15'],['WLH 116'],[],,,YC,Yale College,"['HUMS129', 'CLCV129', 'NELC158', 'HIST159', 'RLST649']",01,A,,Jesus to Muhammad,RLST,RLST158,https://yale.instructure.com/courses/98968/assignments/syllabus,202403
A,233,Poetry and Faith,12336,RLST,"<p>Issues of faith examined through poetry, with a focus on modern poems from 1850 to the present. Poems from various faith traditions studied, as well as to secular and antireligious poetry.</p>",['YCHU'],0,['Christian Wiman'],['14747335'],[],['Th 1.30-3.20'],['LC 103'],[],,ENGL346,YC,Yale College,['HUMS253'],01,A,,Poetry and Faith,RLST,RLST233,https://yale.instructure.com/courses/99541/assignments/syllabus,202403
A,229,Buddhist Ethics,12436,EAST,"<p>This course explores ethical action in a range of Buddhist traditions, with an emphasis on Mahayana Buddhism in India and Tibet. Rather than starting with the categories of Western philosophy, we seek to develop an account that emerges from Buddhist sources. We begin by establishing a working model of karmic acts—describing the status of agents and patients, the mechanics of karma, and the cosmological and soteriological contexts for action. We then examine the paradigmatic ethical act of giving as embodied by two great virtuous exemplars: the Buddha (archetypal renunciate) and Vessantara (archetypal layman). From there, we turn to case studies of ethical cultivation and negotiation in three realms of Buddhist practice: the Vinaya precepts governing monastic life, the altruism and skillful means of bodhisattvas, and the antinomian ethics of Buddhist tantra. The course concludes with a reflection on the intersection of aesthetics and morality in Buddhist thought.</p>",['YCHU'],50,['Meghan Howard'],['25154657'],[],"['1 HTBA', 'TTh 9.00-10.15']","['1 HTBA', 'HQ 123']",[],,,YC,Yale College,['EAST420'],01,A,,Buddhist Ethics,RLST,RLST229,https://yale.instructure.com/courses/99603/assignments/syllabus,202403
A,102,Atheism and Buddhism,12481,RLST,"<p>A critical examination of atheism and religions (Buddhism), with a focus on intellectual, religious, philosophical, and scientific debates about God, the origin of the universe, morality, evolution, neuroscience, happiness, enlightenment, the afterlife, and karma. Readings selected from philosophical, scientific, and religious writings. Authors include some of the following: Charles Darwin, Bertrand Russell, Christopher Hitchins, Richard Dawkins, Deepak Chopra, Sam Harris, Owen Flanagan, Stephen Batchelor, and the Dalai Lama.&#160;</p>",['YCHU'],0,['Hwansoo Kim'],['17502061'],[],['Th 1.30-3.20'],['GR109 ROSENFELD'],[],,,YC,Yale College,['EAST390'],01,A,,Atheism and Buddhism,RLST,RLST102,https://yale.instructure.com/courses/99638/assignments/syllabus,202403
A,108,Introduction to the Occult Sciences,13183,RLST,"<p>This course provides a comparative history of the occult sciences from antiquity to the present. From Galen’s occult properties to Newton’s pursuit of alchemy, the notion that there are hidden forces in nature has played an immeasurable role in the development of religious thought, scientific reasoning, and literary endeavor. The modern impulse to separate religion from science and science from magic can obscure the centrality of an array of practices and beliefs across time and place. Far from a disenchanted present, magic and the occult are woven through the fabric of modernity. From healing crystals to the personalized astrology of Co-Star, tarot cards to New-Age inflected conspiracy theories, fortune tellers to countless films, we are surrounded by appeals to occult powers. Building on case studies from classical antiquity and Jewish, Christian, and Islamic letters, this course traces the development of the occult sciences through an array of historical periods, social contexts, and discursive materials. Topics include: origins of writing, astrology, alchemy, medicine, natural philosophy, divination, automata, talismans, natural magic, letterism, hermeticism, kabbalah, Neoplatonism, recipes for summoning demons and angels, persecution, orientalism, colonialism, mesmerism, spiritualism, disenchantment, modernity, capitalism, consumption, and fantasy. Materials are drawn from an array of sources, including: philosophical dialogues, scientific manuals, illuminated manuscripts, encyclopedias, cosmographies, handbooks of practical magic, collections of stories, and movies. In addition to a panoply of primary sources and contemporary scholarship on theory and method, students are introduced to a variety of archival materials in the Yale collections.</p>",['YCHU'],50,['Travis Zadeh'],['17106828'],[],['TTh 10.30-11.20'],['HQ L02'],[],,,YC,Yale College,"['HUMS108', 'HSHM451']",01,A,,Intro to the Occult Sciences,RLST,RLST108,https://yale.instructure.com/courses/100133/assignments/syllabus,202403
A,375,Hindu Nationalism,13187,RLST,"<p class=""p1"">This course analyzes the development of Hindu nationalism from the nineteenth to the twenty-first centuries. Students interrogate the emergence of Hinduism as a religion, before exploring the reform and revivalist movements in the nineteenth century that paved the way for the articulation of Hindu nationalism. Students also read from key writings of several Hindu nationalist thinkers of the twentieth century and investigate the historical and social contexts leading to the emergence of Hindu nationalism as a major political force. Topics include: colonialism, modernity, the idea of Hinduism, nationalist ideologies, gender, and religious violence.</p>","['YCHU', 'YCSO']",0,['Supriya Gandhi'],['17106845'],[],['W 1.30-3.20'],['WLH 003'],[],,,YC,Yale College,['SAST256'],01,A,,Hindu Nationalism,RLST,RLST375,https://yale.instructure.com/courses/100134/assignments/syllabus,202403
A,289,"Race, Religion, and Transnational Mobilities",14041,RLST,"<p>This course surveys how “migrants” and “desirable migrants” are produced through race and religion in the Americas and Europe. It also examines how racial identities and religious beliefs inform human mobilities and shape the experiences of such mobile persons as settlers, exiles, asylum seekers, temporary workers, and economic migrants. By the end of the course, participants will familiarize themselves with the crucial roles that religious beliefs and practices play in causing and responding to human mobilities. Students will also gain familiarity with the ways in which migrants' religious practices transform local cultures, politics, and societies as their own religious practices are reconfigured by and in the context of host nations. Topics to be covered include citizenship and cultural difference, religion and the public sphere, multiculturalism, Islam and democracy, Christian Pentecostal missions, liberation theology, and African diasporic religions.</p>",['YCSO'],0,['Gana Ndiaye'],['25362499'],[],['T 3.30-5.20'],['WLH 001'],[],,ER&M444,YC,Yale College,[],01,A,,"Race, Religion, and Mobilities",RLST,RLST289,https://yale.instructure.com/courses/100457/assignments/syllabus,202403
A,423,Gnostic Texts in Coptic,14263,RLST,"<p>Reading, translation, and analysis of Gnostic and Valentinian literature from Nag Hammadi, in several dialects of Coptic.&#160;</p>",['YCL3'],50,['Ramona Teepe'],['24042517'],[],['MW 9.00-10.15'],['WLH 014'],[],"<p class=""prerequisites"">Prerequisite: EGYP 127 or equivalent. Counts as L4 if taken after EGYP 147 or equivalent.</p>",,YC,Yale College,"['EGYP137', 'RLST653', 'EGYP514']",01,A,,Gnostic Texts in Coptic,RLST,RLST423,https://yale.instructure.com/courses/100581/assignments/syllabus,202403
C,259,Muslim Societies in Africa,14698,RLST,"<p>While the Western academy has long devoted attention to Africa and Islam, it has not commonly treated the two together. Their estrangement in the literature belies the significance of Islam in Africa and conversely of Africa within the wider Islamic World. Indeed, today Africans constitute nearly a third of the global Muslim community. Islam enjoys a rich history on the continent, stretching from the migration of Muslims to seventh-century Abyssinia to the Islamic kingdoms of nineteenth-century West Africa. This course seeks to reimagine Africa not as a periphery but as a center of the Islamic World. It relocates a model of Islam that looks to the Middle East, instead highlighting the diversity of practice, scholarship, and politics of Muslim societies in Africa. It explores how constructions of race inform the representation of Islam in Africa today. It also questions whether one can even speak of Islam <em>in</em> Africa at all, reexamining what is lost and what is gained in such a geography of African and Muslim subjects.&#160;Rather than a comprehensive overview, the course provides a solid foundation for engaging in key theoretical debates on issues of religion, race, and politics in Africa and the wider Islamic World.</p>",['YCHU'],0,[],[],[],[],[],[],,,YC,Yale College,[],01,C,,Muslim Societies in Africa,RLST,RLST259,,202403
A,209,"Religion, Ethnicity, and Nationalism in Southeast Asia",14858,RLST,"<p>Religion, ethnicity, and nationalism are three of the most potent forces that have shaped contemporary Southeast Asia. This course is intended to provide context and a foundation for understanding the theory of nationalism and religious perspectives on everyday politics, including ethnicity, nation-imagination, minority-majority identity conflict, conflict among ethnic minorities, militarism, and tribalism. Drawing on case studies from across the region, we will critically examine why and how religion serves as a source of ethnic conflict and exclusion, as well as a potential source of conflict resolution&#160;and embrace. In doing so, we will also fill in some gaps by examining nuanced approaches toward religious doctrines related to community, human rights, and human identity, as well as the lived experiences of both public and hidden resistance to ethnic domination. Looking at these religious dynamics in Southeast Asia can also be applied to similar ethnic conflicts elsewhere in the world, including in the US.</p>","['YCSO', 'YCWR']",50,['David Moe'],['24900388'],[],['T 1.30-3.20'],['HQ C64'],[],,,YC,Yale College,[],02,A,,REL & Nationalism in SE Asia,RLST,RLST209,https://yale.instructure.com/courses/100937/assignments/syllabus,202403
A,211,"Philosophy, Religion, and Literature in Medieval China",14867,RLST,"<p>Exploration of the rich intellectual landscape of the Chinese middle ages,&#160;introducing students to seminal works of Chinese civilization and to the history of their debate and interpretation in the first millennium.&#160;No previous knowledge of China&#160;is assumed. Instead, the course serves as a focused introduction to Chinese philosophy, religion, and literature.</p>",['YCHU'],0,['Xiaojing Miao'],['25502001'],[],['F 1.30-3.20'],['HQ C05'],[],,EALL213,YC,Yale College,"['PHIL205', 'EALL513', 'HUMS292']",01,A,,"Phil, Rel, Lit in Med China",RLST,RLST211,https://yale.instructure.com/courses/100939/assignments/syllabus,202403
A,035,"Jerusalem: Judaism, Christianity, Islam",15426,RLST,"<p>The Old City of Jerusalem is just 0.35 square miles large, about half the size of Yale’s campus. Have you ever wondered what makes this tiny city so beloved to—and the object of continual strife for—Jews, Christians, and Muslims? Through engagement with a wide range of sources—including biblical lamentations, archeological excavations, qur’anic passages, exegetical materials, medieval pilgrim itineraries, legal documents, maps, poetry, art, architecture, and international political resolutions—students develop the historiographical tools and theoretical frameworks to study the history of one of the world’s most enduringly important and bitterly contested cities.&#160; Students encounter persistent themes central to the identity of Jerusalem: geography and topography; exile, diaspora, and return; destruction and trauma; religious violence and war; practices of pilgrimage; social diversity; missionizing; the rise of nationalism; peace efforts; the ethics of storytelling; and the stakes of studying the past.</p>","['PREI', 'YCHU']",50,['Sarit Kattan Gribetz'],['11375844'],[],['MW 2.30-3.45'],['HQ C07'],[],"<p class=""prerequisites"">Enrollment limited to first-year students.&#160;</p>",,YC,Yale College,"['JDST035', 'HIST023', 'HUMS036']",01,A,,Jerusalem,RLST,RLST035,https://yale.instructure.com/courses/101109/assignments/syllabus,202403
A,293,Reform and Continuity in Islamic law,16313,RLST,"<p>This course aims to provide students with an alternative reading of the Islamic legal tradition. It upends the view that Islamic law was in some way allergic to change. Likewise, it problematizes the notion that the medieval legal tradition either lacked innovation or was rendered obsolete by colonial reforms and modernist critique. It approaches Islamic law through the speculative enterprise of jurisprudence (<em>fiqh</em>), the work of legal scholars to elaborate God’s most likely position regarding any legal dilemma. Through the literature and opinions (<em>fatwā</em>s) of legal specialists from the ninth through the twentieth century, the class interrogates the relationship between change and continuity in Islamic law. We explore how jurisconsults balanced the doctrine of trans-regional schools of law with the local dilemmas faced by the communities in which they lived and served. Similarly, we consider not only the opportunities but also the risks that arise from adapting Islamic law to local conditions. The course challenges students to ask what is change within a tradition? In the debates and polemics of legal scholars, we contemplate the appeal and the limitations of reform within Islamic law, tracing how both have been contested and have evolved across different geographies and periods in the Muslim World. Likewise, we rethink the boundaries of continuity. We question how a legal school and a legal canon are constructed and revised, examining the ways in which both are capable of reinforcing – or imperiling – the Islamic legal tradition. Last, we explore the endurance of Islamic law in contemporary Muslim societies. The course reflects on the processes and the consequences of various projects of “modernizing” the Sharīʿa, asking how the institutions of the colonial and postcolonial state have reconfigured Islamic law in radically different ways.&#160;</p>",['YCHU'],50,['Matthew Steele'],['25232143'],[],['W 3.30-5.20'],['WLH 203'],[],,,YC,Yale College,[],01,A,,Islamic law,RLST,RLST293,https://yale.instructure.com/courses/102797/assignments/syllabus,202403
A,330,"Religion, Place, and Space",16416,RLST,"<p>This seminar explores why ‘placemaking’ is significant for practitioners of various religions worldwide. From the holy city of Mecca to the sacred landscape of Banaras in India, religious traditions are tethered to sacred geographies. These locations are often physical sites imbued with sacred energies and social meaning. Religious activities can occur in churches or mosques, forests or mountains, community centers, public squares, or homes. The course materials consider specific religious sites and contexts, examining how these places simultaneously become sites of worship, articulations of identity and heritage, claims of political significance, and hubs of social and emotional life. Special attention is given to how space and place are gendered, racialized, and shaped by emotions, senses, and memories.</p>","['YANS', 'YCHU', 'YCSO']",0,[],[],[],['MW 11.35-12.50'],['WTS A35'],[],,ANTH252,YC,Yale College,['SAST376'],01,A,,"Religion, Place, and Space",RLST,RLST330,https://yale.instructure.com/courses/102841/assignments/syllabus,202403
A,110,Elementary Czech I,12272,SLAV,"<p>This course aims to develop basic proficiency in understanding, reading, speaking and writing&#160;the Czech language. Through work with a textbook, workbook, audio files and a broad range of&#160;authentic printed and online Czech language materials, students should develop mastery of the&#160;most essential vocabulary and grammatical structures necessary for basic communication in&#160;Czech and for laying a solid foundation for further study of the language.</p>",['YCL1'],50,[],[],[],['TThF 11.40-12.55'],['DOW B-07'],[],,,YC,Yale College,[],01,A,,Elementary Czech I,CZEC,CZEC110,,202403
A,130,Intermediate Czech I,12273,SLAV,"<p>This course aims to develop intermediate proficiency in understanding, reading, speaking, and writing the Czech language. Through work with a textbook, workbook, audio files, and a broad range of authentic printed and online Czech language materials, students build their active vocabulary and improve their control of Czech grammar and syntax so they can communicate effectively on a broad range of general topics.</p>",['YCL3'],50,[],[],[],['TThF 10.10-11.25'],['DOW B-11'],[],"<p class=""prerequisites"">Prerequisite: CZEC 120, or equivalent.</p>",,YC,Yale College,[],01,A,,Intermediate Czech I,CZEC,CZEC130,,202403
A,110,Elementary Yiddish I,11973,GMAN,"<p>Introduction to the vernacular of Ashkenazi Jewry. Along with the cultivation of skills for close reading, expressive writing, and unscripted, idiomatic conversation, four centuries of primary sources orient us in the territory known as Yiddishland:&#160;folktales, labor anthems, love songs, press ephemera, modernist poetry, oral histories, tweets, and more.</p>",['YCL1'],0,['Joshua Price'],['12546090'],[],['M-F 10.30-11.20'],['WLH 006'],[],,,YC,Yale College,[],01,A,,Elementary Yiddish I,YDSH,YDSH110,https://yale.instructure.com/courses/99365/assignments/syllabus,202403
A,130,Intermediate Yiddish I,11974,GMAN,"<p>Continuation of YDSH 120. Deepening of skills of close reading, expressive writing, and unscripted, idiomatic conversation through engagement with Yiddish sources past and present across all media.&#160;</p>",['YCL3'],0,['Joshua Price'],['12546090'],[],['M-F 9.25-10.15'],['WLH 006'],[],"<p class=""prerequisites"">Prerequisite: YDSH 120 (L2) or permission of instructor.</p>",,YC,Yale College,[],01,A,,Intermediate Yiddish I,YDSH,YDSH130,,202403
A,384,Representing the Holocaust,10284,FREN,"<p>The Holocaust as it has been depicted in books and films, and as written and recorded by survivors in different languages including French and Italian. Questions of aesthetics and authority, language and its limits, ethical engagement, metaphors and memory, and narrative adequacy to record historical truth. Interactive discussions about films (<em>Life Is Beautiful, Schindler's List, Shoah</em>), novels, memoirs (Primo Levi, Charlotte Delbo, Art Spiegelman), commentaries, theoretical writings, and testimonies from Yale's Fortunoff Video Archive.</p>","['YCHU', 'YCWR']",0,"['Maurice Samuels', 'Millicent Marcus']","['12429844', '12055198']",[],['TTh 2.30-3.45'],['HQ 132'],[],,,YC,Yale College,"['FILM362', 'LITR338', 'ITAL384', 'JDST289']",01,A,,Representing the Holocaust,FREN,FREN384,https://yale.instructure.com/courses/98392/assignments/syllabus,202403
A,365,Haiti in the Age of Revolutions,11096,FREN,"<p>The Haitian Revolution (1791-1804) was an event of monumental world-historical significance. This class studies the collection of slave revolts and military strikes beginning in August of 1791 that resulted in the eventual abolition of slavery in the French colony of Saint-Domingue and its subsequent independence and rebirth in January of 1804 as Haiti, the first independent and slavery-free nation of the American hemisphere. Considering Haiti's war of independence in the broader context of the Age of Revolutions, we cover topics such as enlightenment thought, natural history, the workings and politics of the printing press, and representations of the Haitian Revolution in art, literature, music, and in various kinds of historical writings and archival documents. Students develop an understanding of the relevant scholarship on the Haitian Revolution as they consider the relationship of this important event to the way it was written about both as it unfolded and in its long wake leading up to the present day.</p>","['YCHU', 'YCWR']",0,['Marlene Daut'],['24879495'],[],['W 9.25-11.15'],['HQ C03'],[],,,YC,Yale College,"['AFAM375', 'LITR377', 'AMST465', 'HIST378']",01,A,,Haitian Revolution,FREN,FREN365,https://yale.instructure.com/courses/98387/assignments/syllabus,202403
A,331,The French Enlightenment and the Pursuit of Happiness,11265,FREN,"<p>French Revolutionary Saint-Just famously declared: “happiness is a new idea in Europe.” It is certainly a major concern in the eighteenth century. Whether envisioned as an individual or a collective pursuit the quest for happiness increasingly moves away from the realm of theology to become secularized and democratized.&#160;This course proposes to study how the writers of the period introduced the idea of happiness in their works, both literary and philosophical. Readings in Abbé Prévost, Jean-Jacques Rousseau, Giacomo Casanova, Denis Diderot, Mme de Charrière, Voltaire, and others.&#160;</p>",['YCL5'],0,['Pierre Saint-Amand'],['17061880'],[],['TTh 11.35-12.50'],['HQ C07'],[],"<p class=""prerequisites"">This course is conducted in French at L5 level.</p>",,YC,Yale College,[],01,A,,The Pursuit of Happiness,FREN,FREN331,https://yale.instructure.com/courses/98380/assignments/syllabus,202403
A,110,Elementary and Intermediate French I,11307,FREN,"<p>Intensive training and practice in all the language skills, with an initial emphasis on listening and speaking. Emphasis on communicative proficiency, self-expression, and cultural insights. Extensive use of audio and video material. Conducted entirely in French.&#160; To be followed by FREN 120.</p>",['YCL1'],61,['Cristino Pacquing'],['24780181'],[],['M-F 8.20-9.10'],['HQ 113'],[],"<p class=""prerequisites"">For students with no previous experience of French. Daily classroom attendance is required.</p>",,YC,Yale College,[],01,A,,Elementary&Intermed French I,FREN,FREN110,https://yale.instructure.com/courses/98254/assignments/syllabus,202403
A,110,Elementary and Intermediate French I,11310,FREN,"<p>Intensive training and practice in all the language skills, with an initial emphasis on listening and speaking. Emphasis on communicative proficiency, self-expression, and cultural insights. Extensive use of audio and video material. Conducted entirely in French.&#160; To be followed by FREN 120.</p>",['YCL1'],61,['Pierre Forfert'],['24778515'],[],['M-F 9.25-10.15'],['WALL53 B-04'],[],"<p class=""prerequisites"">For students with no previous experience of French. Daily classroom attendance is required.</p>",,YC,Yale College,[],02,A,,Elementary&Intermed French I,FREN,FREN110,https://yale.instructure.com/courses/98259/assignments/syllabus,202403
A,110,Elementary and Intermediate French I,11311,FREN,"<p>Intensive training and practice in all the language skills, with an initial emphasis on listening and speaking. Emphasis on communicative proficiency, self-expression, and cultural insights. Extensive use of audio and video material. Conducted entirely in French.&#160; To be followed by FREN 120.</p>",['YCL1'],61,['Rachel Watson'],['25442229'],[],['M-F 10.30-11.20'],['YK212 004'],[],"<p class=""prerequisites"">For students with no previous experience of French. Daily classroom attendance is required.</p>",,YC,Yale College,[],03,A,,Elementary&Intermed French I,FREN,FREN110,https://yale.instructure.com/courses/98264/assignments/syllabus,202403
A,110,Elementary and Intermediate French I,11366,FREN,"<p>Intensive training and practice in all the language skills, with an initial emphasis on listening and speaking. Emphasis on communicative proficiency, self-expression, and cultural insights. Extensive use of audio and video material. Conducted entirely in French.&#160; To be followed by FREN 120.</p>",['YCL1'],61,['Mourad Boumlik'],['24287538'],[],['M-F 10.30-11.20'],['LC 208'],[],"<p class=""prerequisites"">For students with no previous experience of French. Daily classroom attendance is required.</p>",,YC,Yale College,[],04,A,,Elementary&Intermed French I,FREN,FREN110,https://yale.instructure.com/courses/98269/assignments/syllabus,202403
